row,col,weight
0,2,1.4795
0,5,7.5501
0,7,10.52
0,10,5.9605
0,11,5.6026
0,14,4.1765
0,16,11.2744
0,19,8.7201
0,20,11.6335
0,21,9.3329
0,27,3.5797
0,28,4.2508
0,29,7.0135
0,31,6.8167
0,32,4.4339
0,35,6.7529
0,36,1.2879
0,37,11.5864
0,41,4.1916
0,43,1.5409
0,44,2.8157
0,45,13.8294
0,46,13.7114
0,49,5.6675
0,50,10.7202
0,54,10.1077
0,56,11.9529
0,57,11.285
0,59,4.6183
0,61,2.1089
0,64,3.8961
0,65,10.9447
0,67,4.6025
0,69,10.8208
0,70,9.8697
0,73,9.2229
0,74,4.1738
0,75,11.1501
0,78,9.8844
0,79,1.8193
0,82,2.1926
0,84,3.5184
0,85,4.4372
0,89,5.8455
0,90,11.6922
0,91,10.5647
0,92,11.8195
0,93,13.8774
0,94,12.1799
0,96,11.1718
0,98,9.1781
0,103,6.7773
0,104,10.6053
0,105,11.225
0,106,7.8845
1,5,3.025
1,6,13.9137
1,20,11.3835
1,34,4.6068
1,35,5.9492
1,42,9.9308
1,50,8.7076
1,52,4.2149
1,54,10.763
1,56,8.1919
1,57,5.4057
1,65,13.4621
1,67,1.3903
1,69,12.9202
1,76,6.7004
1,77,9.3358
1,90,3.1719
1,96,1.1822
1,107,10.1469
2,3,5.6464
2,5,8.2122
2,9,13.1393
2,14,9.389
2,20,2.9424
2,21,1.0207
2,27,1.2259
2,36,2.6102
2,42,12.3377
2,48,2.7044
2,77,5.3442
2,85,3.3234
2,86,9.5955
2,88,3.5224
2,91,8.5291
2,93,5.1357
2,94,5.2917
2,100,10.6121
2,107,8.6863
3,11,13.7388
3,18,9.9198
3,19,7.1747
3,28,8.517
3,78,9.8711
3,82,10.3758
3,85,7.0629
3,87,9.4869
4,7,6.4695
4,11,9.7283
4,13,1.2069
4,16,8.641
4,17,8.7508
4,19,3.2816
4,23,9.9979
4,24,12.7143
4,33,9.1289
4,41,12.063
4,50,9.0625
4,52,10.77
4,55,5.8661
4,60,3.5983
4,64,9.6063
4,68,7.3117
4,69,7.1268
4,70,1.4526
4,80,3.5195
4,83,1.925
4,87,2.3652
4,88,3.1513
4,89,10.9784
5,6,8.0855
5,8,12.6561
5,9,10.3837
5,10,12.5642
5,13,3.8326
5,14,7.8328
5,16,12.1466
5,17,2.404
5,19,10.4213
5,20,1.2774
5,23,10.7662
5,26,7.2852
5,28,7.2671
5,31,6.0133
5,32,12.3588
5,34,5.4214
5,38,7.4933
5,39,3.2408
5,41,13.2957
5,44,12.0176
5,50,10.9851
5,52,7.3318
5,60,13.7735
5,61,3.75
5,62,2.5374
5,63,1.5664
5,64,13.8671
5,67,5.9795
5,71,8.9721
5,72,8.8763
5,73,7.6443
5,74,4.9149
5,77,4.1446
5,80,12.3051
5,81,1.4791
5,82,12.1921
5,86,5.2259
5,88,8.7922
5,89,4.8543
5,91,10.9035
5,100,3.432
5,101,2.9331
5,104,13.9034
5,107,4.8818
6,7,6.1152
6,12,4.0725
6,16,6.912
6,18,10.7803
6,20,13.4202
6,21,3.3615
6,27,11.7455
6,32,11.1381
6,33,3.2889
6,35,2.991
6,40,5.6329
6,45,5.3992
6,46,1.4175
6,53,5.9964
6,65,8.2905
6,68,2.1222
6,69,8.8877
6,71,9.5397
6,72,13.9582
6,73,8.6591
6,76,2.7641
6,78,9.1854
6,79,9.8949
6,81,10.723
6,83,11.105
6,87,12.0963
6,90,7.3545
6,97,13.0259
6,102,9.5836
6,103,13.5799
6,108,7.9325
6,109,11.4427
7,8,10.7829
7,14,5.0821
7,16,6.7681
7,18,3.7768
7,21,1.358
7,27,11.8943
7,28,12.0279
7,31,7.984
7,32,4.1483
7,45,8.2687
7,46,13.795
7,50,8.0238
7,51,12.8792
7,53,8.3344
7,54,6.7278
7,57,5.3912
7,62,13.9596
7,63,10.6781
7,65,9.8686
7,68,11.6137
7,69,1.8103
7,70,2.6329
7,71,2.4395
7,72,8.4086
7,74,11.5309
7,75,1.9083
7,77,12.9344
7,79,4.3256
7,80,7.4601
7,81,4.6224
7,82,4.3345
7,83,1.0546
7,84,9.4955
7,87,8.1391
7,90,8.9492
7,93,6.633
7,94,4.712
7,95,6.6589
7,96,7.4479
7,98,9.1519
7,100,2.5029
7,101,12.1734
7,102,10.0932
7,103,3.588
7,105,2.7187
7,107,11.489
7,108,10.615
8,9,10.9198
8,12,11.8566
8,13,4.348
8,14,9.0501
8,15,9.5801
8,21,4.1518
8,22,6.9386
8,23,1.6375
8,27,4.0791
8,28,10.7892
8,29,13.8863
8,31,9.7934
8,33,1.6534
8,35,12.0105
8,40,3.2526
8,41,10.6656
8,43,8.3831
8,45,11.7248
8,49,4.3952
8,53,11.3897
8,54,10.4714
8,61,11.4266
8,62,9.5861
8,63,12.6306
8,64,12.4804
8,65,4.4358
8,66,3.7851
8,68,8.0026
8,70,7.3974
8,72,12.5585
8,78,2.1082
8,80,3.7367
8,84,11.0155
8,87,13.0348
8,90,11.0809
8,91,6.454
8,92,3.4761
8,93,8.2504
8,96,5.5736
8,101,13.3517
9,11,10.5287
9,12,11.4473
9,13,8.1046
9,14,3.1465
9,15,11.1868
9,17,3.8176
9,18,3.2258
9,19,1.9987
9,20,6.3941
9,21,2.7007
9,22,1.3708
9,23,12.28
9,24,10.6074
9,26,10.5775
9,27,5.2517
9,28,9.9674
9,29,3.2067
9,31,12.5139
9,32,9.961
9,33,7.2097
9,34,12.4544
9,35,1.8762
9,36,9.9141
9,38,6.2235
9,40,5.4572
9,41,8.8251
9,42,6.9571
9,43,3.3365
9,44,7.0981
9,47,7.841
9,48,9.6387
9,49,1.3388
9,50,9.8186
9,52,11.0663
9,53,10.619
9,54,12.195
9,55,9.6017
9,56,12.0602
9,57,13.9619
9,60,2.1898
9,61,6.8509
9,62,7.3507
9,65,12.6299
9,66,1.2021
9,68,5.2794
9,70,10.8381
9,71,10.2364
9,74,4.1544
9,75,10.3987
9,76,3.9442
9,77,10.725
9,78,5.017
9,79,11.886
9,80,6.755
9,81,7.7632
9,82,9.5374
9,84,1.628
9,85,10.2727
9,86,7.6481
9,87,1.9518
9,88,4.0544
9,89,10.7532
9,90,10.1604
9,92,13.7981
9,93,7.2244
9,96,4.0126
9,98,3.499
9,99,6.4752
9,101,5.4043
9,102,13.3524
9,103,1.1783
9,104,2.1208
9,105,9.5534
9,106,3.6731
9,107,9.2891
9,108,8.41
10,15,10.6331
10,17,9.2775
10,18,10.3641
10,20,10.3635
10,22,2.8606
10,23,9.8639
10,25,5.75
10,26,7.1727
10,28,6.4165
10,29,5.3343
10,30,1.6191
10,33,11.1106
10,34,5.1887
10,35,11.3898
10,36,12.5002
10,38,9.3865
10,40,11.6145
10,41,2.6639
10,43,9.9805
10,44,11.7975
10,45,11.4243
10,46,11.997
10,48,10.7573
10,49,10.0967
10,50,4.7017
10,51,12.603
10,52,8.8919
10,55,1.9669
10,56,11.0388
10,61,6.4404
10,62,13.7884
10,63,12.3409
10,64,9.521
10,65,4.8695
10,66,4.5336
10,68,1.3384
10,69,7.431
10,72,3.8232
10,73,1.9654
10,74,9.0044
10,76,11.8022
10,77,9.1005
10,78,6.4179
10,82,9.5542
10,83,5.1676
10,84,6.8864
10,85,2.1363
10,86,13.223
10,87,10.9084
10,89,9.7064
10,90,6.6865
10,95,5.4493
10,96,2.7543
10,99,10.2269
10,100,1.2037
10,101,8.5802
10,102,7.0307
10,103,1.4051
10,104,11.5692
10,105,3.4713
10,107,8.4915
10,108,1.8153
11,12,5.0674
11,13,5.4917
11,17,6.652
11,18,3.2165
