row,col,weight
0,1,2.39
0,4,35.3756
0,7,6.7163
0,9,19.7964
0,12,22.6961
0,19,33.2574
0,20,27.0529
0,22,1.5363
0,24,3.7028
0,26,30.1753
0,28,18.7153
0,34,34.9764
0,35,27.2443
0,36,11.4591
0,40,30.4829
0,44,23.9375
0,48,29.6103
0,51,33.0559
0,52,4.5514
0,54,4.2037
0,59,37.4123
0,63,17.5882
0,64,3.8421
0,68,37.7445
0,72,3.4271
0,78,29.776
1,2,25.4697
1,6,14.4279
1,10,23.4742
1,12,18.7181
1,14,27.8281
1,15,5.748
1,16,25.8083
1,19,19.6514
1,20,7.1897
1,22,14.6523
1,23,11.3024
1,24,3.8596
1,26,9.4355
1,27,22.6749
1,29,36.208
1,30,2.212
1,33,32.7928
1,34,33.8681
1,36,2.6129
1,37,34.0862
1,39,7.8931
1,40,5.1456
1,41,33.3575
1,42,16.0031
1,43,26.4792
1,44,13.3512
1,45,30.0615
1,46,30.8285
1,47,24.9415
1,48,6.9001
1,50,32.825
1,51,8.0846
1,52,27.7863
1,54,3.7737
1,55,4.7665
1,60,17.3905
1,61,15.2594
1,62,30.5335
1,63,12.7049
1,65,28.5053
1,67,12.1709
1,68,32.8464
1,71,34.3488
1,72,26.5815
1,73,5.3533
1,77,30.5494
1,79,8.585
2,3,21.9924
2,4,29.0061
2,11,30.7453
2,13,24.6518
2,16,26.7003
2,20,19.8828
2,23,11.3586
2,27,3.0052
2,37,25.4133
2,38,8.1251
2,41,22.8268
2,42,35.7138
2,50,35.8568
2,51,31.2894
2,55,24.3103
2,58,33.9501
2,68,24.2809
2,72,35.6176
2,78,27.3204
3,4,33.2592
3,11,15.3336
3,18,1.3988
3,20,29.2976
3,22,13.0208
3,23,10.771
3,24,24.6942
3,29,8.2748
3,32,17.1823
3,33,20.9256
3,35,25.6658
3,39,14.0144
3,45,6.4787
3,48,26.0224
3,50,27.7795
3,51,36.0105
3,56,7.922
3,60,14.5378
3,62,24.7767
3,68,17.6463
3,69,19.7875
3,72,19.7945
4,5,13.6675
4,6,11.762
4,7,18.8496
4,8,8.5003
4,9,15.5628
4,10,5.321
4,11,36.1249
4,12,4.464
4,13,20.4922
4,14,14.2765
4,16,36.2973
4,17,5.8374
4,18,14.0403
4,19,5.139
4,20,28.0585
4,21,29.7626
4,22,33.4309
4,23,30.0465
4,24,17.368
4,26,17.1679
4,28,6.4338
4,29,28.3261
4,30,12.4887
4,31,20.7285
4,32,7.1286
4,33,35.4312
4,37,12.5056
4,39,3.8022
4,41,31.0148
4,42,2.1367
4,43,18.8756
4,45,26.1628
4,46,35.2936
4,47,3.6922
4,49,17.7209
4,51,37.8375
4,52,10.9139
4,53,17.0912
4,54,18.0369
4,56,1.8705
4,57,21.5432
4,58,8.1041
4,59,34.0207
4,60,26.1459
4,61,19.3395
4,62,26.2156
4,63,6.9279
4,64,14.8434
4,65,15.4683
4,66,18.1902
4,67,23.0285
4,70,32.258
4,71,9.7493
4,72,10.0787
4,73,17.5741
4,74,2.8218
4,77,6.9803
4,78,30.7472
4,79,9.894
5,8,21.8451
5,10,20.1124
5,11,18.3499
5,15,34.1686
5,17,3.4568
5,21,21.9933
5,24,9.0708
5,27,19.2429
5,28,20.6475
5,29,1.2786
5,30,9.1981
5,31,2.8983
5,33,27.9278
5,37,19.6423
5,38,36.9116
5,41,32.5674
5,44,22.9447
5,46,35.1589
5,47,8.6656
5,48,15.4132
5,56,1.5523
5,58,32.9509
5,59,32.8036
5,63,8.3094
5,64,20.5281
5,70,37.4082
5,72,24.0814
5,76,35.1766
5,77,13.9548
5,79,22.694
6,24,15.9032
6,39,16.0339
6,53,6.2018
6,58,36.0608
6,61,25.5919
7,10,36.5003
7,11,28.7076
7,12,33.6401
7,13,15.2235
7,14,14.2544
7,17,29.7828
7,18,22.6553
7,19,27.3798
7,21,29.8499
7,22,32.7318
7,23,36.2193
7,24,36.6786
7,26,3.706
7,27,32.7132
7,28,26.1907
7,29,35.6741
7,30,34.5707
7,31,37.2819
7,33,17.7208
7,35,36.1285
7,36,1.3399
7,38,22.2465
7,41,10.7956
7,42,35.8064
7,43,37.3145
7,44,26.8696
7,45,25.4581
7,46,11.5643
7,47,4.9434
7,48,28.5909
7,51,32.7851
7,55,37.0372
7,57,5.8962
7,59,37.7213
7,61,21.9292
7,62,31.9008
7,63,37.5904
7,64,18.2692
7,67,7.2913
7,68,14.2755
7,69,29.2088
7,74,37.5434
7,76,22.4125
7,77,31.3694
7,79,14.1115
8,12,4.317
8,13,21.0235
8,17,32.7776
8,19,9.0029
