row,col,weight
0,1,37.1097
0,2,86.2818
0,3,67.9142
0,4,35.6142
0,5,6.9053
0,6,64.1404
0,8,19.9207
0,10,90.7452
0,11,39.0717
0,12,84.6037
0,15,64.3096
0,16,49.4506
0,17,76.8994
0,18,70.893
0,19,82.9915
0,20,67.2602
0,21,51.0515
0,22,47.2452
0,23,82.7611
0,24,59.8047
0,25,27.7201
0,26,48.1129
0,27,53.2746
0,28,47.2536
0,29,26.2847
0,30,39.3005
0,32,81.0565
0,33,39.2967
0,34,12.4715
0,35,15.0408
0,36,64.3754
0,37,16.8249
0,38,54.1071
0,39,3.367
0,40,14.595
0,41,5.0741
0,42,58.256
0,43,68.8395
0,44,67.9066
0,45,83.062
0,46,59.7166
0,47,16.5054
0,48,5.1684
0,51,44.2666
0,52,35.142
0,55,86.665
0,56,32.0515
0,57,93.7733
0,61,31.483
0,62,24.4142
0,63,65.3689
0,64,25.3407
0,67,14.9746
0,68,45.056
0,69,66.4793
0,70,14.65
0,72,16.2323
0,74,29.0414
0,75,65.7312
0,76,86.9811
0,77,25.7343
0,78,48.446
0,79,10.9366
0,80,51.2701
0,81,50.7131
0,82,81.1266
0,84,27.6613
0,85,68.5586
0,86,68.863
0,87,55.9492
0,89,72.8236
0,91,13.7169
0,92,61.2338
0,94,44.141
0,95,70.883
0,97,36.8486
0,98,74.7048
0,99,11.7339
0,100,9.2325
0,101,39.1845
0,102,63.9129
0,103,6.2814
0,104,44.9586
0,105,36.1319
0,106,28.3591
0,108,19.5488
0,109,50.7204
0,110,83.7585
0,111,16.8943
0,112,25.3878
0,113,28.5432
0,114,24.4434
0,116,71.362
0,117,8.9868
0,119,93.9446
0,122,81.6749
0,124,36.6737
0,125,59.796
0,127,27.8954
0,130,6.4129
0,135,86.8071
0,139,50.9977
0,140,18.8735
0,142,43.8879
0,143,12.7381
0,144,41.7927
0,145,34.1068
0,146,91.4115
0,147,54.4513
0,148,60.5322
0,149,4.7168
0,150,88.8462
0,151,15.0909
0,152,49.6676
0,153,88.6424
0,154,18.6953
0,155,60.6345
0,157,26.5186
0,158,2.2174
0,160,6.2505
0,161,83.2407
0,162,25.9202
0,164,30.5915
0,165,51.4938
0,166,38.5137
0,167,93.5884
1,3,19.7556
1,4,29.4979
1,5,12.8323
1,6,17.5079
1,8,60.5938
1,9,20.2048
1,13,29.0067
1,14,39.8727
1,15,85.424
1,16,6.172
1,17,62.1137
1,18,80.8315
1,19,24.4858
1,22,73.786
1,23,87.5537
1,26,92.1047
1,27,26.4154
1,28,75.631
1,29,5.8106
1,30,79.5363
1,31,43.8392
1,32,25.3111
1,33,73.5414
1,34,93.925
1,35,74.4967
1,36,55.4382
1,37,77.0749
1,39,92.6285
1,40,68.0448
1,41,24.7278
1,42,10.1418
1,43,89.8457
1,45,69.6984
1,47,39.7492
1,49,84.1976
1,50,58.1736
1,51,60.8777
1,52,1.4229
1,54,82.2664
1,55,74.8674
1,59,4.6444
1,60,21.2633
1,62,74.9704
1,63,8.9682
1,64,32.557
1,65,77.5721
1,66,89.3449
1,68,23.1358
1,69,48.4455
1,71,53.728
1,73,26.8779
1,74,16.5257
1,75,49.6899
1,76,51.9256
1,80,42.6812
1,81,85.3471
1,83,8.1785
1,84,15.7868
1,85,33.8646
1,86,63.3772
1,87,51.3391
1,88,72.1475
1,89,73.9525
1,90,61.2212
1,91,57.0204
1,93,58.2306
1,94,36.5142
1,95,7.3354
1,96,19.0811
1,97,34.6899
1,99,89.2459
1,100,85.5725
1,101,44.0129
1,102,59.9506
1,103,59.1344
1,104,10.6711
1,105,52.129
1,106,67.8377
1,108,50.4784
1,109,81.4948
1,110,30.089
1,112,37.4467
1,113,3.7497
1,114,21.389
1,116,83.9076
1,117,14.4177
1,118,69.5095
1,119,64.0612
1,120,76.0318
1,122,37.2004
1,125,79.8743
1,128,87.7694
1,129,26.7083
1,131,92.9241
1,132,24.9154
1,134,23.6671
1,135,24.4904
1,136,29.5959
1,137,58.7822
1,138,19.8269
1,139,10.8056
1,140,34.207
1,141,85.2213
1,143,81.7057
1,144,39.3162
1,146,73.7394
1,147,72.2164
1,148,27.9434
1,149,61.017
1,150,16.1563
1,151,57.3621
1,152,78.6164
1,153,67.5615
1,156,72.3789
1,157,50.4822
1,159,50.3688
1,161,53.4069
1,162,22.2635
1,165,6.5617
1,166,63.7547
1,167,58.2819
1,168,59.6422
1,169,54.0188
2,3,88.5409
2,5,68.0998
2,6,70.3749
2,8,64.5312
2,12,16.7507
2,13,33.7506
2,16,71.4189
2,17,15.8445
2,19,92.0671
2,20,3.8531
2,21,35.7186
2,22,27.3703
2,24,71.5145
2,26,75.8085
2,27,54.662
2,29,52.3749
2,30,1.6944
2,31,9.7745
2,32,91.402
2,33,13.7656
2,34,52.5952
2,35,32.7083
2,36,75.1489
2,38,22.3911
2,40,24.0034
2,41,40.2098
2,42,35.3191
2,43,33.7488
2,44,7.0618
2,46,29.3286
2,47,51.525
2,50,64.7939
2,52,35.3582
2,53,13.1863
2,54,58.6567
2,56,4.1191
2,57,35.6404
2,58,6.8651
2,59,73.2539
2,65,20.7149
2,68,55.8858
2,70,71.2916
2,72,19.4782
2,74,12.7844
2,76,83.3438
2,81,4.8578
2,82,67.4626
2,85,4.536
2,86,73.9163
2,87,63.5577
2,89,53.3354
2,90,59.4614
2,93,54.8555
2,94,68.7812
2,99,22.3685
2,103,70.1476
2,106,31.68
2,108,2.5236
2,111,79.8548
2,112,54.7928
2,113,21.4101
2,114,51.7001
2,115,87.6532
2,116,38.1826
2,119,79.7724
2,121,18.872
2,123,36.8879
2,124,50.1408
2,125,17.0263
2,127,51.1331
2,129,63.2949
2,130,70.7181
2,132,48.9831
2,133,60.3833
2,134,42.9671
2,137,43.123
2,139,66.0562
2,140,57.4871
2,141,2.2145
2,142,33.4476
2,143,29.6283
2,147,52.7855
2,151,16.7418
2,152,53.0158
2,153,71.2341
2,154,42.4981
2,155,85.6313
2,156,23.5316
2,157,78.1227
2,159,91.0703
2,162,30.0619
2,163,21.5894
2,164,62.8802
2,165,84.4144
2,166,51.9823
3,38,71.9204
3,46,10.5413
3,81,1.7414
3,115,30.8976
3,169,87.6769
4,6,6.1192
4,8,30.2707
4,10,37.7408
4,13,87.8007
4,17,77.4115
4,20,12.4993
4,33,8.1838
4,41,40.7686
4,66,38.3793
4,78,28.5314
4,81,44.8729
4,82,85.1203
4,85,58.9845
4,87,57.433
4,99,32.4266
4,102,18.8138
4,104,75.0586
4,108,88.2089
4,111,46.425
4,114,47.7173
4,118,38.7182
4,121,1.0541
4,127,9.4914
4,130,38.1559
4,136,64.5641
4,150,52.0578
4,151,11.4443
4,152,23.2365
4,169,38.1177
5,8,54.2719
5,9,86.9627
5,10,39.4403
5,11,89.4833
5,12,54.7716
5,15,11.2731
5,19,60.7068
5,21,83.3186
5,22,18.0908
5,24,82.2677
5,26,50.2503
5,27,70.856
5,28,62.8222
5,29,2.098
5,30,4.1812
5,32,10.965
5,38,17.1433
5,42,86.1922
5,43,3.8359
5,48,17.6574
5,49,20.1092
5,56,66.1221
5,58,4.554
5,60,34.7646
5,63,40.1838
5,66,56.5834
5,67,79.0735
5,70,88.3394
5,74,6.3889
5,79,92.5041
5,80,32.1996
5,81,61.6314
5,82,7.0439
5,83,28.7824
5,84,57.1526
5,88,79.1053
5,89,85.6694
5,90,18.0393
5,93,53.653
5,94,57.5694
5,95,41.9162
5,96,93.1722
5,100,5.5629
5,101,28.3463
5,105,93.8324
5,106,77.4549
5,108,32.6461
5,111,14.877
5,112,10.2902
5,115,7.1461
5,118,66.7769
5,119,60.5608
5,122,92.0191
5,123,76.2423
5,125,2.9256
5,127,45.0166
5,129,66.6675
5,130,52.2307
5,131,50.5212
5,135,16.3843
5,137,88.4133
5,138,16.2213
5,142,46.6814
5,149,35.2047
5,150,55.0973
5,153,32.3086
5,154,86.7452
5,155,19.8187
5,157,4.8005
5,159,62.5116
5,160,89.7549
5,162,64.0755
5,164,50.8302
6,7,29.5189
6,9,49.1477
6,10,12.3656
6,11,25.9528
6,12,27.3866
6,13,78.6878
6,14,30.0598
6,15,72.0438
6,16,36.8507
6,17,42.3757
6,19,76.3695
6,21,69.8744
6,22,91.1815
6,24,81.1989
6,25,90.0856
6,27,28.5062
6,28,68.5241
6,29,47.6216
6,34,20.605
6,35,19.0779
6,37,35.8727
6,38,54.6297
6,40,75.0102
6,41,39.722
6,43,50.7629
6,45,35.5988
6,46,19.404
6,47,69.3277
6,48,6.5546
6,50,76.0754
6,51,50.8713
6,52,25.2551
6,53,24.736
6,54,48.5629
6,55,77.2521
6,56,26.5341
6,58,21.7611
6,59,68.8922
6,60,35.038
6,62,11.5586
6,63,35.8563
6,66,43.2121
6,67,44.7639
6,70,57.7215
6,71,53.8454
6,72,10.9751
6,73,19.9903
6,74,32.1981
6,75,42.4931
6,76,45.476
6,77,36.4684
6,78,49.9077
6,79,8.1824
6,83,56.7288
6,85,80.6662
6,86,76.4088
6,87,75.7839
6,88,12.8068
6,89,60.3522
6,91,38.7936
6,92,70.4888
6,94,80.7227
6,98,21.7639
6,100,77.7353
6,101,90.6623
6,102,47.6356
6,103,73.7073
6,104,62.1967
6,108,60.2417
6,109,42.8247
6,110,35.8693
6,111,58.6692
6,113,85.0314
6,114,12.1244
6,115,23.051
6,117,26.0536
6,118,89.5261
6,119,35.6629
6,120,42.7557
6,121,9.3778
6,122,74.5517
6,123,54.2039
6,124,47.8165
6,128,7.3394
6,130,57.8939
6,131,61.5669
6,132,38.8748
6,133,53.0882
6,136,52.4225
6,137,52.7325
6,138,17.7895
6,139,70.2825
6,141,40.4115
6,142,18.9059
6,143,92.4008
6,144,24.5983
6,148,10.9832
6,149,41.6327
6,150,16.4943
6,151,16.2778
6,153,31.0371
6,154,25.5018
6,155,55.1999
6,156,73.6371
6,157,76.9498
6,158,57.6534
6,159,20.8063
6,160,37.5105
6,164,91.1677
6,166,13.0227
6,168,38.4882
6,169,86.6954
7,8,4.5379
7,9,15.9949
7,11,85.5304
7,12,35.0339
7,14,28.4958
7,20,24.9224
7,21,82.7924
7,22,79.9427
7,23,20.4279
7,24,37.5283
7,25,70.242
7,30,66.3117
7,31,2.2398
7,32,86.1857
7,33,79.4675
7,35,73.9601
7,37,8.9671
7,39,91.7818
7,40,16.6715
7,42,82.7494
7,44,92.591
7,45,61.3968
7,46,92.0905
7,49,37.9547
7,50,64.4288
7,51,51.1119
7,53,2.8993
7,54,37.0152
7,56,69.0754
7,57,29.7919
7,58,45.3952
7,65,93.4571
7,67,87.7416
7,68,27.4925
7,69,93.046
7,70,5.443
7,72,43.4444
7,74,73.585
7,75,58.4687
7,76,10.8223
7,77,13.7173
7,78,61.2567
7,80,38.8583
7,81,46.1222
7,84,67.3389
7,85,47.5011
7,86,14.2945
7,88,34.486
7,89,9.634
7,90,71.6802
7,91,37.8803
7,92,22.0109
7,93,71.4558
7,96,70.6321
7,97,70.4861
7,98,57.6937
7,100,82.5487
7,102,13.0709
7,105,93.4503
7,106,56.3255
7,107,12.3561
7,108,68.8746
7,109,55.7819
7,111,10.0965
7,112,1.0771
7,113,34.2322
7,114,38.3915
7,116,5.1638
7,117,66.6872
7,118,39.6975
7,120,93.806
7,121,67.3479
7,122,3.6022
7,123,39.0956
7,132,40.6915
7,135,76.6095
7,137,1.3525
7,139,26.3306
7,140,48.3695
7,141,34.3276
7,143,3.1345
7,144,30.4493
7,148,83.956
7,151,91.0373
7,160,59.8593
7,161,59.6551
7,162,31.656
7,163,31.1824
7,164,41.3061
7,166,70.318
7,168,70.7937
7,169,51.0605
8,9,29.8649
8,10,18.7731
8,11,3.4508
8,12,36.7457
8,13,84.7253
8,15,51.1103
8,17,1.9955
8,22,48.7052
8,23,3.2378
8,25,86.5109
8,26,52.3091
8,27,27.7319
8,29,33.2176
8,30,57.4705
8,31,88.1978
8,32,70.9124
8,33,46.9553
8,35,80.8865
8,37,25.4633
8,38,74.2893
8,39,16.6689
8,40,50.6356
8,43,74.0737
8,44,86.4864
8,45,82.0296
8,46,1.9071
8,47,21.3186
8,49,37.9354
8,51,3.8499
8,52,19.4092
8,54,76.0277
8,58,13.3636
8,59,13.8684
8,61,23.0495
8,62,78.0394
8,63,86.2998
8,65,23.5551
8,68,91.0965
8,69,44.9771
8,70,38.6323
8,73,53.2642
8,75,83.6707
8,78,17.8469
8,79,57.5033
8,81,67.3362
8,82,29.3715
8,83,17.3156
8,86,44.9702
8,87,15.3201
8,89,87.5935
8,90,75.7662
8,93,55.0022
8,94,77.4828
8,95,11.2876
8,96,13.3396
8,99,32.4656
8,101,20.1733
8,102,23.0102
8,104,34.7008
8,106,54.8744
8,107,84.0439
8,108,64.3092
8,111,8.9067
8,112,11.5264
8,115,19.4411
8,116,41.2321
8,117,30.2798
8,121,54.6524
8,123,7.7501
8,124,31.8273
8,125,28.4423
8,127,26.5287
8,128,56.7327
8,129,53.8605
8,130,22.8631
8,131,44.5404
8,133,46.8945
8,134,85.5804
8,139,76.3785
8,140,63.827
8,141,9.6252
8,142,13.461
8,147,29.6824
8,148,12.8028
8,150,73.0692
8,152,57.3645
8,153,87.4138
8,154,33.2773
8,155,51.5262
8,156,64.2646
8,157,54.2871
8,159,28.8789
8,161,63.4888
8,162,79.4934
8,163,68.7315
8,164,55.6994
8,165,60.7716
8,166,35.9249
8,169,89.4292
9,10,18.1583
9,11,79.3728
9,13,12.9127
9,14,91.9037
9,15,68.982
9,17,85.5428
9,18,2.2257
9,19,61.7553
9,20,8.4452
9,22,53.5277
9,23,65.4167
9,24,52.283
9,26,11.7188
9,27,6.2156
9,29,24.3198
9,31,68.672
9,32,34.2007
9,33,63.3285
9,34,32.4366
9,35,86.7619
9,37,27.6537
9,39,47.5488
9,41,20.6808
9,42,81.7607
9,45,53.6814
9,46,79.71
9,48,88.2864
9,51,35.5441
9,52,2.6784
9,53,42.9612
9,54,83.7389
9,56,59.6167
9,57,15.0706
9,58,83.6471
9,59,53.9803
9,60,23.4485
9,63,19.0032
9,64,71.6543
9,65,5.9064
9,66,30.0559
9,68,51.8358
9,69,1.247
9,71,64.8939
9,72,92.9985
9,73,6.3311
9,76,90.8787
9,77,43.0217
9,79,6.2169
9,80,75.0921
9,82,91.7205
9,84,93.3549
9,85,31.0349
9,86,69.6642
9,87,82.3282
9,89,21.7792
9,90,47.6778
9,91,31.5017
9,92,58.6339
9,94,2.927
9,99,87.5473
9,100,36.8212
9,101,18.8688
9,102,72.3016
9,105,4.1751
9,106,43.0865
9,107,14.2263
9,109,34.0985
9,112,52.2478
9,113,43.2324
9,114,71.4741
9,116,46.512
9,117,64.4794
9,118,19.6909
9,119,7.2305
9,120,14.4892
9,122,40.076
9,125,55.5746
9,127,34.421
9,129,64.4893
9,131,56.9287
9,132,71.4567
9,133,16.7597
9,136,81.2841
9,137,43.7598
9,138,15.115
9,142,6.4323
9,145,81.0454
9,149,31.6204
9,150,78.8785
9,151,36.8889
9,152,39.8123
9,154,70.3787
9,156,6.4113
9,159,77.7359
9,160,60.7333
9,163,28.7388
9,164,5.5648
9,165,48.7468
9,166,30.8989
9,167,25.2083
9,168,12.987
10,11,77.5471
10,15,20.0499
10,16,47.1038
10,17,3.2274
10,18,38.5335
10,19,75.8579
10,23,77.6515
10,24,81.8833
10,26,2.5515
10,27,80.1176
10,29,88.1759
10,30,9.6266
10,31,17.2147
10,32,32.8283
10,35,33.4567
10,36,78.7748
