row,col,weight
0,1,29.5515
0,2,37.8033
0,4,4.7247
0,5,19.8754
0,11,1.5172
0,14,18.5342
0,15,1.1527
0,16,16.9119
0,17,29.9306
0,19,40.0798
0,21,20.1574
0,25,14.4881
0,28,10.5007
0,29,36.7611
0,30,21.1316
0,31,27.1578
0,34,36.2207
0,36,9.1292
0,39,40.0925
0,43,25.6845
0,49,17.733
0,50,15.2574
0,51,32.8531
0,53,16.6146
0,54,15.3783
0,58,30.5882
0,61,8.3862
0,67,42.8414
0,69,31.2261
0,70,9.5748
0,71,15.561
0,74,31.8057
0,75,24.562
0,77,29.0344
0,78,13.4368
0,84,30.898
0,89,42.587
0,91,9.9842
0,92,44.8774
0,94,19.2015
0,95,34.7309
0,96,2.1118
0,101,19.0325
0,102,13.8013
0,103,11.7388
0,106,23.451
0,108,40.3529
0,109,19.0189
0,111,29.378
0,112,35.4264
0,115,6.8926
0,118,4.0695
0,119,19.558
0,120,36.4186
0,121,45.7822
0,122,2.3511
0,123,43.1031
0,125,20.7405
0,128,22.3358
0,130,42.7582
0,132,43.9926
0,136,35.4502
0,137,41.181
0,138,26.1267
0,139,33.4867
0,143,2.5571
0,145,27.2547
0,146,32.5787
0,148,40.8799
0,149,27.2324
1,3,20.1419
1,4,14.4962
1,6,31.9993
1,7,18.6759
1,8,14.974
1,9,43.0267
1,10,44.6807
1,12,17.3169
1,14,3.9912
1,16,41.0375
1,19,8.6759
1,22,35.3445
1,23,2.6233
1,25,36.1198
1,28,26.2347
1,31,36.4143
1,32,45.9179
1,34,8.8617
1,38,19.3791
1,39,28.9286
1,41,26.9726
1,42,22.1958
1,43,14.3493
1,45,20.9141
1,46,40.1347
1,47,41.1415
1,48,40.6061
1,50,14.2164
1,51,15.7543
1,52,3.1933
1,55,42.9909
1,57,30.6383
1,58,34.0778
1,61,29.4259
1,62,21.0851
1,64,20.2592
1,66,29.1853
1,67,8.4095
1,71,40.0159
1,73,21.3799
1,78,44.9536
1,79,35.1021
1,80,7.4418
1,81,15.3942
1,82,30.8973
1,86,41.2651
1,87,23.6074
1,88,11.924
1,89,9.304
1,90,35.9732
1,91,14.4603
1,93,23.9492
1,95,14.4665
1,98,16.4696
1,100,8.9198
1,101,32.2831
1,102,19.5546
1,103,32.5175
1,105,45.3636
1,107,15.022
1,108,3.8492
1,109,19.38
1,110,11.1957
1,111,42.9742
1,113,42.4407
1,115,10.2268
1,116,18.0841
1,117,11.933
1,118,32.5794
1,120,14.5627
1,124,14.6625
1,126,36.3646
1,127,15.6989
1,129,26.955
1,130,7.1228
1,132,45.1183
1,133,26.501
1,134,45.6226
1,135,22.4664
1,137,35.3468
1,139,3.8848
1,140,15.0399
1,141,1.4552
1,142,2.0831
1,143,38.3401
1,144,12.5717
1,145,19.3782
1,148,32.5277
1,149,26.0688
2,5,5.2263
2,6,45.1839
2,7,13.4259
2,8,37.9103
2,9,36.6307
2,10,39.996
2,11,28.2081
2,12,3.9287
2,13,35.9664
2,15,14.9206
2,16,29.92
2,18,25.6686
2,19,25.9722
2,21,10.8252
2,23,42.8112
2,24,28.073
2,25,1.2316
2,26,8.3134
2,29,1.1115
2,30,33.4253
2,31,27.4528
2,32,30.5534
2,33,17.5726
2,34,8.3803
2,35,27.1615
2,36,39.2743
2,38,40.2547
2,41,42.1736
2,42,31.3095
2,43,23.4165
2,44,1.5445
2,47,22.6609
2,48,10.1685
2,50,16.5021
2,52,29.0432
2,53,24.1729
2,54,18.8927
2,55,43.1561
2,56,34.3892
2,60,24.5911
2,61,43.1813
2,62,31.035
2,63,37.9145
2,65,24.7537
2,68,20.8397
2,69,40.5975
2,70,31.627
2,71,13.121
2,72,17.8359
2,74,44.3581
2,75,21.532
2,76,38.3554
2,79,30.9621
2,80,44.9081
2,82,24.4878
2,84,38.1691
2,87,28.3406
2,88,19.3823
2,89,45.1726
2,91,32.4065
2,95,18.4284
2,96,10.8668
2,97,21.9345
2,100,2.1271
2,101,19.3897
2,105,7.3163
2,108,12.6028
2,109,24.6465
2,112,17.5598
2,116,19.9912
2,117,43.8799
2,118,45.1259
2,119,39.4529
2,120,36.3317
2,121,11.361
2,122,10.8089
2,125,42.1315
2,126,39.7384
2,127,25.0682
