row,col,weight
0,6,54.2464
0,7,65.0912
0,21,47.6849
0,26,21.9547
0,32,69.2462
0,57,35.5175
0,83,1.9877
0,124,13.3529
1,8,36.7699
1,9,36.5116
1,10,37.8986
1,13,13.8015
1,15,70.8882
1,17,56.7706
1,19,12.6528
1,21,5.2199
1,23,32.8779
1,24,34.3234
1,26,1.791
1,27,75.8683
1,28,47.392
1,30,63.1441
1,31,61.3186
1,37,43.9601
1,39,17.7644
1,40,6.1542
1,48,7.242
1,52,11.7657
1,54,38.9161
1,58,30.6536
1,59,35.978
1,60,21.1175
1,65,1.3782
1,68,11.424
1,73,54.0385
1,77,51.9232
1,78,24.8133
1,79,69.0695
1,81,58.7559
1,86,75.6962
1,89,65.9625
1,90,44.0846
1,91,27.788
1,92,3.8777
1,94,49.5947
1,96,4.5454
1,107,50.215
1,108,46.5809
1,110,11.9213
1,111,75.0948
1,112,42.5326
1,113,49.0202
1,118,58.9997
1,124,31.668
1,127,8.0095
1,128,42.4145
1,129,58.9341
1,130,57.42
1,133,54.3958
1,140,25.5281
1,141,61.327
1,146,21.4135
1,149,73.9908
1,161,7.7095
1,162,16.8018
1,166,28.3459
1,171,67.5456
1,173,51.7238
1,177,9.8556
1,179,42.4035
2,25,43.1126
2,66,64.7493
2,115,69.7896
2,116,37.2425
3,4,38.6512
3,5,53.9735
3,8,22.3175
3,13,13.965
3,16,11.3539
3,17,60.802
3,28,45.0277
3,29,23.7587
3,30,66.2547
3,34,66.2232
3,35,7.3184
3,38,40.947
3,42,45.508
3,43,77.1755
3,44,47.2364
3,45,59.01
3,51,27.3267
3,53,35.0226
3,59,21.3565
3,62,79.5384
3,64,53.7217
3,65,77.2641
3,68,67.3919
3,69,20.1764
3,74,77.8718
3,75,3.6784
3,80,9.9179
3,81,19.0622
3,85,43.1235
3,86,64.6571
3,89,51.2721
3,90,5.7885
3,92,47.9086
3,99,13.1056
3,104,77.9905
3,106,35.7448
3,108,18.431
3,110,24.0643
3,114,27.9617
3,117,9.9971
3,118,40.898
3,124,23.2
3,126,40.6302
3,127,44.529
3,131,5.2966
3,134,3.4774
3,140,78.0659
3,143,60.0024
3,148,29.0339
3,153,5.9889
3,155,7.7506
3,158,60.7589
3,159,24.6176
3,161,53.8874
3,163,62.0051
3,172,6.8694
3,173,33.5693
3,177,62.8191
4,6,75.0656
4,23,16.9615
4,24,34.2927
4,26,7.3522
4,27,25.9517
4,35,50.3887
4,37,41.2603
4,39,5.7679
4,58,21.3029
4,64,65.74
4,88,62.1866
4,95,29.1156
4,101,33.5587
4,119,22.0958
4,120,32.0228
4,123,29.4737
4,135,80.2795
4,138,77.1437
4,144,34.4764
4,152,33.1665
4,153,42.3067
4,159,35.8696
4,162,85.4973
4,168,23.9366
4,176,83.7072
4,177,53.2409
5,6,16.198
5,8,65.6533
5,10,57.6095
5,11,5.9408
5,12,67.8777
5,13,41.8085
5,14,3.6314
5,15,46.5423
5,16,62.0199
5,20,63.3801
5,23,57.0816
5,25,69.2185
5,27,49.7754
5,28,44.8457
5,29,43.9259
5,30,34.8617
5,35,12.9661
5,39,34.8042
5,41,2.0351
5,49,80.483
5,50,63.0085
5,52,35.6513
5,53,51.6702
5,58,11.8287
5,59,81.0065
5,62,34.6802
5,65,7.4714
5,68,82.2168
5,71,63.1221
5,72,26.6069
5,76,45.0214
5,78,48.2265
5,80,29.1445
5,84,38.2901
5,85,56.4583
5,86,46.3586
5,87,83.6008
5,88,64.0056
5,89,23.4372
5,91,67.346
5,92,75.988
5,95,11.918
5,96,30.5407
5,97,11.8956
5,98,44.7191
5,99,56.6847
5,101,56.7658
5,102,85.434
5,105,27.6533
5,107,43.8977
5,109,14.9458
5,110,58.1192
5,111,39.705
5,112,16.6676
5,114,42.7364
5,115,60.3433
5,116,40.9326
5,118,23.3349
